timestamp,gyro_angle_around_y,gyro_angle_around_x,accel_angle_around_y,accel_angle_around_x,dt,gyro_dps_x,gyro_dps_y,gyro_dps_z,accel_ms2_x,accel_ms2_y,accel_ms2_z,gyro_raw_x,gyro_raw_y,gyro_raw_z,accel_raw_x,accel_raw_y,accel_raw_z
2026-02-06T07:03:51.681924,0.2957680425571121,-0.09602892125835855,-6.131239910107339,3.49396639421685,0.10000061988830566,-0.13740458015267176,-1.3893129770992367,0.3053435114503817,-1.04183349609375,0.5921685791015625,9.698631591796875,-9,-91,20,-1740,989,16198
2026-02-06T07:03:51.781941,0.29882175139798456,-0.0593844151678886,-6.333196588577739,3.553849623286895,0.10000896453857422,0.366412213740458,-0.030534351145038167,-0.183206106870229,-1.0753637695312501,0.6017486572265626,9.689051513671876,24,-2,-12,-1796,1005,16182
2026-02-06T07:03:51.881916,0.34919725665609336,-0.06549053701735634,-6.246280862949685,3.4108049877659896,0.09998774528503418,-0.061068702290076333,-0.5038167938931297,0.04580152671755725,-1.0621911621093751,0.5783972167968751,9.704619140625,-4,-33,3,-1774,966,16208
2026-02-06T07:03:51.981928,0.3079740546131861,0.027643363894397074,-6.200555317265902,3.587803853277356,0.10000443458557129,0.9312977099236641,0.4122137404580153,-0.04580152671755725,-1.0520123291015626,0.607137451171875,9.68306396484375,61,27,-3,-1757,1014,16172
2026-02-06T07:03:52.081912,0.295761257637548,0.033749762382216136,-6.271461539750314,3.554090686776768,0.09999227523803711,0.061068702290076333,0.12213740458015267,-0.3969465648854962,-1.06578369140625,0.602347412109375,9.698032836914063,4,8,-26,-1780,1006,16197
2026-02-06T07:03:52.182372,0.22080662778315646,0.10870439223660769,-6.208613166816747,3.49224588714832,0.10019445419311523,0.7480916030534351,0.7480916030534351,-0.16793893129770993,-1.0556048583984377,0.5921685791015625,9.703421630859376,49,49,-11,-1763,989,16206
2026-02-06T07:03:52.281920,0.10651695091305792,0.11022825459487567,-6.330878640119242,3.5662093458771356,0.09981298446655273,0.015267175572519083,1.1450381679389312,0.3511450381679389,-1.076561279296875,0.604742431640625,9.703421630859376,1,75,23,-1798,1010,16206
2026-02-06T07:03:52.381925,0.11109685897827143,0.16213387933396203,-6.390299563765971,3.6336222032563033,0.09999465942382812,0.5190839694656488,-0.04580152671755725,0.5038167938931297,-1.0855426025390627,0.61552001953125,9.69264404296875,34,-3,33,-1813,1028,16188
2026-02-06T07:03:52.481909,0.08972303739940841,0.10717262384545714,-6.397714487802961,3.6217526120813512,0.09999895095825195,-0.549618320610687,0.21374045801526717,-0.22900763358778625,-1.086141357421875,0.613125,9.686656494140626,-36,14,-15,-1814,1024,16178
2026-02-06T07:03:52.581923,-0.018679749874668333,0.1468694191852599,-6.583421046115456,3.6302673608842073,0.1000053882598877,0.3969465648854962,1.083969465648855,-0.9465648854961832,-1.119671630859375,0.61552001953125,9.701625366210939,26,71,-62,-1870,1028,16203
2026-02-06T07:03:52.681904,-0.03547274611378451,0.1880885917721814,-6.7322418979428305,3.601919738902908,0.09999465942382812,0.4122137404580153,0.16793893129770993,0.183206106870229,-1.1430230712890626,0.609532470703125,9.68306396484375,27,11,12,-1909,1018,16172
2026-02-06T07:03:52.781920,0.02712470338544766,0.1896153588331383,-6.849191388198511,3.7241205179235077,0.10000324249267578,0.015267175572519083,-0.6259541984732825,-0.5801526717557252,-1.1645782470703125,0.631087646484375,9.695637817382813,1,-41,-38,-1945,1054,16193
2026-02-06T07:03:52.881921,0.03475828389175059,0.20182908764322297,-6.677146414777123,3.5953053180243435,0.09999990463256836,0.12213740458015267,-0.07633587786259542,0.3053435114503817,-1.1334429931640626,0.6083349609375001,9.681866455078126,8,-5,20,-1893,1016,16170
2026-02-06T07:03:52.981962,0.02865032749321618,0.22015295683882619,-6.786814660814682,3.710255267905008,0.10001778602600098,0.183206106870229,0.061068702290076333,0.07633587786259542,-1.1538006591796877,0.628692626953125,9.695039062500001,12,4,5,-1927,1050,16192
2026-02-06T07:03:53.081927,0.12634711229164175,0.2293120304136786,-6.844588775336419,3.6779616168084868,0.09998655319213867,0.0916030534351145,-0.9770992366412213,-0.2900763358778626,-1.162781982421875,0.622705078125,9.687255249023439,6,-64,-19,-1942,1040,16179
2026-02-06T07:03:53.181924,0.2866431301786699,0.17588002445133588,-6.8547758020956175,3.686496821805954,0.09999418258666992,-0.5343511450381679,-1.6030534351145038,0.030534351145038167,-1.1651770019531251,0.6245013427734375,9.69264404296875,-35,-105,2,-1946,1043,16188
2026-02-06T07:03:53.284024,0.18876833224114564,0.19296927488487187,-6.626333910856867,3.6385538551018497,0.10175871849060059,0.16793893129770993,0.9618320610687023,-0.2748091603053435,-1.124461669921875,0.61552001953125,9.679471435546876,11,63,-18,-1878,1028,16166
2026-02-06T07:03:53.384496,0.18263821565467886,0.2128921537908889,-6.8928070348978325,3.582513340241567,0.10038065910339355,0.1984732824427481,0.061068702290076333,-0.030534351145038167,-1.169967041015625,0.6059399414062501,9.67827392578125,13,4,-2,-1954,1012,16164
2026-02-06T07:03:53.485084,0.17957004881997138,0.23130115479913377,-6.8669231061815825,3.7297109929341983,0.10048246383666992,0.183206106870229,0.030534351145038167,-0.0916030534351145,-1.1669732666015626,0.6316864013671876,9.6902490234375,12,2,-6,-1949,1055,16184
2026-02-06T07:03:53.584035,0.22346184635890343,0.24794976765872867,-6.8498933807117135,3.7264152906356527,0.09913492202758789,0.16793893129770993,-0.44274809160305345,-0.13740458015267176,-1.1639794921875,0.631087646484375,9.689650268554688,11,-29,-9,-1944,1054,16183
2026-02-06T07:03:53.685076,0.23270046073971806,0.26642699642035794,-6.875810790874402,3.6130246044067365,0.10085487365722656,0.183206106870229,-0.0916030534351145,0.33587786259541985,-1.1651770019531251,0.6101312255859376,9.662706298828125,12,-6,22,-1946,1019,16138
2026-02-06T07:03:53.784020,0.21605040644871362,0.25431786602690015,-6.881482711124867,3.617373712819284,0.09914350509643555,-0.12213740458015267,0.16793893129770993,-0.2900763358778626,-1.1681707763671876,0.611927490234375,9.679471435546876,-8,11,-19,-1951,1022,16166
2026-02-06T07:03:53.885083,0.30536419016714306,0.2419987234450478,-6.810453762953658,3.6829881238954325,0.10086297988891602,-0.12213740458015267,-0.8854961832061069,0.04580152671755725,-1.1597882080078126,0.6251000976562501,9.711205444335938,-8,-58,3,-1937,1044,16219
2026-02-06T07:03:53.983626,0.28726081629745825,0.26462794078215385,-6.955341393805888,3.7357682289475367,0.09881424903869629,0.22900763358778625,0.183206106870229,-0.732824427480916,-1.1813433837890626,0.63228515625,9.683662719726563,15,12,-48,-1973,1056,16173
2026-02-06T07:03:54.085080,0.23473713780177452,0.2816208955895809,-6.78506503057432,3.690361601603111,0.10118532180786133,0.16793893129770993,0.5190839694656488,0.12213740458015267,-1.1520043945312501,0.6245013427734375,9.682465209960938,11,34,8,-1924,1043,16171
2026-02-06T07:03:54.184021,0.24987307759641686,0.30281121130208016,-6.93194498143619,3.6479474516558392,0.09914040565490723,0.21374045801526717,-0.15267175572519084,0.16793893129770993,-1.178349609375,0.6179150390625,9.692045288085938,14,-10,11,-1968,1032,16187
2026-02-06T07:03:54.285091,0.06662150011717813,0.38288753087283994,-7.067911519012828,3.734386736141325,0.10086536407470703,0.7938931297709924,1.816793893129771,-0.5343511450381679,-1.201102294921875,0.63228515625,9.687255249023439,52,119,-35,-2006,1056,16179
2026-02-06T07:03:54.384027,0.14835066103753236,0.38591453683285304,-6.948785282134569,3.601919738902908,0.09913444519042969,0.030534351145038167,-0.8244274809160306,-0.04580152671755725,-1.1801458740234376,0.609532470703125,9.68306396484375,2,-54,-3,-1971,1018,16172
2026-02-06T07:03:54.485826,0.1560950606833887,0.41534325548710704,-7.078305233518107,3.796419796112084,0.10145163536071777,0.2900763358778626,-0.07633587786259542,-0.366412213740458,-1.201102294921875,0.641865234375,9.672885131835939,19,-5,-24,-2006,1072,16155
2026-02-06T07:03:54.584025,0.1365358338101219,0.4318933705337174,-6.90233154155983,3.7003849417828425,0.09854841232299805,0.16793893129770993,0.1984732824427481,-0.4122137404580153,-1.17116455078125,0.6256988525390625,9.674681396484376,11,13,-27,-1956,1045,16158
2026-02-06T07:03:54.685072,0.06108964672525416,0.4580685782978552,-7.084382290599822,3.665385941008348,0.10085153579711914,0.2595419847328244,0.7480916030534351,0.21374045801526717,-1.201102294921875,0.619112548828125,9.664502563476564,17,49,14,-2006,1034,16141
2026-02-06T07:03:54.784485,-0.06503140835361629,0.4975763786840074,-7.387785211473477,3.816896429346048,0.09952926635742188,0.3969465648854962,1.2671755725190839,0.21374045801526717,-1.2555889892578125,0.6460565185546875,9.683662719726563,26,83,14,-2097,1079,16173
2026-02-06T07:03:54.884424,0.10584338384730213,0.44570367390872856,-7.104069486942378,3.731704000317881,0.09993124008178711,-0.5190839694656488,-1.7099236641221374,0.10687022900763359,-1.205892333984375,0.631087646484375,9.67587890625,-34,-112,7,-2014,1054,16160
2026-02-06T07:03:54.984495,0.02486531061070564,0.4839008782656137,-7.003168230226872,3.8432701334262633,0.10007667541503906,0.3816793893129771,0.8091603053435115,0.4732824427480916,-1.1879296875,0.6496490478515625,9.670490112304687,25,53,31,-1984,1085,16151
2026-02-06T07:03:55.084500,-0.1613949418977927,0.5693973876137768,-7.387921452956344,3.884644532680529,0.10000038146972656,0.8549618320610687,1.8625954198473282,1.1450381679389312,-1.2507989501953125,0.6550378417968751,9.646539916992188,56,122,75,-2089,1094,16111
2026-02-06T07:03:55.183721,-0.5148468454375522,0.6907542643656256,-7.3383674901485545,4.254890128996402,0.09936094284057617,1.2213740458015268,3.5572519083969465,1.6030534351145038,-1.2406201171875,0.7167095947265625,9.633367309570312,80,233,105,-2072,1197,16089
2026-02-06T07:03:55.282048,-0.4757381395529245,0.6381079295209344,-7.7434553892001885,3.850604833431451,0.09852385520935059,-0.5343511450381679,-0.3969465648854962,-0.2748091603053435,-1.313668212890625,0.650247802734375,9.660910034179688,-35,-26,-18,-2194,1086,16135
2026-02-06T07:03:55.381925,-0.26053583712978223,0.6594755340168492,-8.052744024086813,3.7696487594935233,0.09996986389160156,0.21374045801526717,-2.1526717557251906,-0.24427480916030533,-1.3705499267578125,0.6382727050781251,9.687255249023439,14,-141,-16,-2289,1066,16179
2026-02-06T07:03:55.481925,-0.11855530192833827,0.4915415676495499,-7.132039934715818,4.204730964857349,0.09999704360961914,-1.6793893129770991,-1.4198473282442747,0.7480916030534351,-1.2034973144531251,0.7071295166015625,9.6183984375,-110,-93,49,-2010,1181,16064
2026-02-06T07:03:55.581917,-0.30939617957777654,0.5388701053066106,-7.276269476388553,3.6900163280264873,0.10000061988830566,0.4732824427480916,1.9083969465648856,1.4045801526717556,-1.2328363037109376,0.622705078125,9.655521240234375,31,125,92,-2059,1040,16126
2026-02-06T07:03:55.681915,-0.002549655564868747,0.5266573083309725,-7.178359880834507,3.636938826538747,0.09999227523803711,-0.12213740458015267,-3.068702290076336,-0.5954198473282443,-1.2160711669921875,0.6137237548828125,9.655521240234375,-8,-201,-39,-2031,1025,16126
2026-02-06T07:03:55.781917,0.22647304753310804,0.5526132146820765,-7.2829481054381855,3.6686030067533646,0.1000065803527832,0.2595419847328244,-2.2900763358778624,-1.83206106870229,-1.2364288330078126,0.62031005859375,9.674681396484376,17,-150,-120,-2065,1036,16158
2026-02-06T07:03:55.881916,0.2753281957320584,0.5862011290688549,-7.036819358060098,3.75780811844683,0.10000038146972656,0.33587786259541985,-0.48854961832061067,-0.33587786259541985,-1.193917236328125,0.6352789306640625,9.672286376953126,22,-32,-22,-1994,1061,16154
2026-02-06T07:03:55.981923,0.1913588101627262,0.6121553027902848,-6.628451395908656,3.7487229293250577,0.09999990463256836,0.2595419847328244,0.8396946564885496,0.9770992366412213,-1.1256591796875,0.63468017578125,9.686656494140626,17,55,64,-1880,1060,16178
2026-02-06T07:03:56.081903,0.05243327599445369,0.6610082378824247,-7.234928643944906,3.8119574475467264,0.09999585151672363,0.48854961832061067,1.3893129770992367,1.0076335877862594,-1.2286450195312502,0.6448590087890625,9.67827392578125,32,91,66,-2052,1077,16164
2026-02-06T07:03:56.181915,0.1394579610751785,0.6365802561053792,-7.298329834396903,3.7700317845856817,0.10000205039978027,-0.24427480916030533,-0.8702290076335878,0.12213740458015267,-1.23822509765625,0.6370751953125,9.668095092773438,-16,-57,8,-2068,1064,16147
